http://www.wikidata.org/entity/Q34653,Movies of the 1990s,Decade
http://www.wikidata.org/entity/Q35014,Movies of the 1970s,Decade
http://www.wikidata.org/entity/Q35724,Movies of the 1960s,Decade
http://www.wikidata.org/entity/Q34644,Movies of the 1980s,Decade
http://www.wikidata.org/entity/Q35702,Movies of the 1930s,Decade
http://www.wikidata.org/entity/Q36561,Movies of the 1940s,Decade
http://www.wikidata.org/entity/Q36297,Movies of the 1950s,Decade
http://www.wikidata.org/entity/Q35736,Movies of the 1920s,Decade
http://www.wikidata.org/entity/Q35024,Movies of the 2000s,Decade
http://www.wikidata.org/entity/Q19022,Movies of the 2010s,Decade
http://www.wikidata.org/entity/Q1163034,Cinergi Pictures,Company
http://www.wikidata.org/entity/Q1348264,Hollywood Pictures,Company
http://www.wikidata.org/entity/Q219135,Eon Productions,Company
http://www.wikidata.org/entity/Q457893,Amblin Entertainment,Company
http://www.wikidata.org/entity/Q497155,Touchstone Pictures,Company
http://www.wikidata.org/entity/Q168383,Universal Studios,Company
http://www.wikidata.org/entity/Q159846,Paramount Pictures,Company
http://www.wikidata.org/entity/Q127552,Pixar,Company
http://www.wikidata.org/entity/Q191224,Walt Disney Pictures,Company
http://www.wikidata.org/entity/Q17386257,Laurence Mark Productions,Company
http://www.wikidata.org/entity/Q1032540,Canal+,Company
http://www.wikidata.org/entity/Q1044291,Carolco Pictures,Company
http://www.wikidata.org/entity/Q434841,20th Century Fox,Company
http://www.wikidata.org/entity/Q466459,Regency Enterprises,Company
http://www.wikidata.org/entity/Q622848,Castle Rock Entertainment,Company
http://www.wikidata.org/entity/Q2756503,Gaumont-British Picture Corporation,Company
http://www.wikidata.org/entity/Q2926174,Brooksfilms,Company
http://www.wikidata.org/entity/Q6056696,Interscope Communications,Company
http://www.wikidata.org/entity/Q186941,Columbia Pictures,Company
http://www.wikidata.org/entity/Q126399,Warner Bros.,Company
http://www.wikidata.org/entity/Q1188938,Silver Pictures,Company
http://www.wikidata.org/entity/Q300323,A Band Apart,Company
http://www.wikidata.org/entity/Q971446,Bbc Films,Company
http://www.wikidata.org/entity/Q6389652,Kennedy Miller Mitchell,Company
http://www.wikidata.org/entity/Q1983457,Polygram Filmed Entertainment,Company
http://www.wikidata.org/entity/Q2060840,Working Title Films,Company
http://www.wikidata.org/entity/Q2450848,Studiocanal,Company
http://www.wikidata.org/entity/Q1535788,Rank Organisation,Company
http://www.wikidata.org/entity/Q79202,New Line Cinema,Company
http://www.wikidata.org/entity/Q465449,Miramax,Company
http://www.wikidata.org/entity/Q2714773,Caravan Pictures,Company
http://www.wikidata.org/entity/Q25659094,Roger Birnbaum Productions,Company
http://www.wikidata.org/entity/Q3521465,The Kennedy/Marshall Company,Company
http://www.wikidata.org/entity/Q3304113,Medusa Film,Company
http://www.wikidata.org/entity/Q3664077,Cecchi Gori Group,Company
http://www.wikidata.org/entity/Q190585,Island Records,Company
http://www.wikidata.org/entity/Q3323969,Morgan Creek Productions,Company
http://www.wikidata.org/entity/Q3999144,Triumph Films,Company
http://www.wikidata.org/entity/Q651454,Tristar Pictures,Company
http://www.wikidata.org/entity/Q17343522,Robert Simonds Productions,Company
http://www.wikidata.org/entity/Q1506909,Gracie Films,Company
http://www.wikidata.org/entity/Q2703264,Malpaso Productions,Company
http://www.wikidata.org/entity/Q2914692,The Jim Henson Company,Company
http://www.wikidata.org/entity/Q951774,The Ladd Company,Company
http://www.wikidata.org/entity/Q2669403,Icon Productions,Company
http://www.wikidata.org/entity/Q541569,Orange Sky Golden Harvest,Company
http://www.wikidata.org/entity/Q179200,Metro-Goldwyn-Mayer,Company
http://www.wikidata.org/entity/Q511731,Imagine Entertainment,Company
http://www.wikidata.org/entity/Q17305144,Jerry Bruckheimer Films,Company
http://www.wikidata.org/entity/Q17335713,Tim Burton Productions,Company
http://www.wikidata.org/entity/Q21043034,Universal Pictures,Company
http://www.wikidata.org/entity/Q5677175,Harvey Films,Company
http://www.wikidata.org/entity/Q1416899,Fine Line Features,Company
http://www.wikidata.org/entity/Q219400,United Artists Corporation,Company
http://www.wikidata.org/entity/Q1643241,Ugc,Company
http://www.wikidata.org/entity/Q1607312,Alliance Films,Company
http://www.wikidata.org/entity/Q1138658,40 Acres & A Mule Filmworks,Company
http://www.wikidata.org/entity/Q17371499,Edward R. Pressman Film,Company
http://www.wikidata.org/entity/Q2700070,View Askew Productions,Company
http://www.wikidata.org/entity/Q730179,Toei Animation,Company
http://www.wikidata.org/entity/Q6407480,Killer Films,Company
http://www.wikidata.org/entity/Q5453219,First Look Studios,Company
http://www.wikidata.org/entity/Q775450,Lightstorm Entertainment,Company
http://www.wikidata.org/entity/Q7385357,Rysher Entertainment,Company
http://www.wikidata.org/entity/Q2579492,Davis Entertainment,Company
http://www.wikidata.org/entity/Q3712525,Dog Eat Dog Films,Company
http://www.wikidata.org/entity/Q3852994,Maverick Films,Company
http://www.wikidata.org/entity/Q7250053,Propaganda Films,Company
http://www.wikidata.org/entity/Q1047410,Walt Disney Animation Studios,Company
http://www.wikidata.org/entity/Q2081339,Disneytoon Studios,Company
http://www.wikidata.org/entity/Q1283484,Savoy Pictures,Company
http://www.wikidata.org/entity/Q4853294,Trimark Pictures,Company
http://www.wikidata.org/entity/Q21280724,Tapestry Films,Company
http://www.wikidata.org/entity/Q242446,Lucasfilm,Company
http://www.wikidata.org/entity/Q7736023,The Geffen Film Company,Company
http://www.wikidata.org/entity/Q3569323,Wingnut Films,Company
http://www.wikidata.org/entity/Q4879144,Bedford Falls Productions,Company
